RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =          479     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  306  343     0     0  con    0  1.0D+00  9.3D-03  2.135D-07  3.964D-08
  307  345     0     0  con    1  2.3D-01  9.6D-03  6.328D-07  3.949D-08
  308  346     0     0  con    0  1.0D+00  1.6D-02  5.552D-07  3.895D-08
  309  347     0     0  con    0  1.0D+00  5.0D-02  4.499D-07  3.804D-08
  310  348     0     0  con    0  1.0D+00  3.3D-02  1.206D-06  3.728D-08
  311  349     0     0  con    0  1.0D+00  3.0D-02  4.072D-07  3.648D-08
  312  350     0     0  con    0  1.0D+00  1.9D-02  8.874D-08  3.610D-08
  313  351     0     0  con    0  1.0D+00  6.1D-03  1.169D-07  3.589D-08
  314  352     0     0  con    0  1.0D+00  8.5D-03  2.149D-07  3.547D-08
  315  354     0     0  con    1  3.3D-01  8.2D-03  4.075D-07  3.515D-08
  316  355     0     0  con    0  1.0D+00  1.1D-02  2.121D-07  3.459D-08
  317  356     0     0  con    0  1.0D+00  1.6D-02  1.101D-07  3.425D-08
  318  357     0     0  con    0  1.0D+00  1.0D-02  1.017D-07  3.402D-08
  319  359     0     0  con    1  2.6D-01  8.7D-03  3.795D-07  3.385D-08
  320  360     0     0  con    0  1.0D+00  5.8D-03  2.390D-07  3.360D-08
  321  361     0     0  con    0  1.0D+00  1.6D-02  1.842D-07  3.340D-08
  322  362     0     0  con    0  1.0D+00  8.2D-03  3.871D-07  3.325D-08
  323  363     0     0  con    0  1.0D+00  5.0D-03  2.909D-07  3.309D-08
  324  364     0     0  con    0  1.0D+00  1.8D-02  1.475D-07  3.276D-08
  325  365     0     0  con    0  1.0D+00  2.1D-02  5.857D-08  3.265D-08
  326  366     0     0  con    0  1.0D+00  2.8D-02  6.923D-08  3.260D-08
  327  369     0     0  con    2  1.4D-02  7.1D-04  1.056D-07  3.260D-08
  328  371     0     0  con    1  2.0D-01  5.2D-03  1.334D-07  3.260D-08
  329  373     0     0  con    1  2.6D-01  6.5D-03  1.527D-07  3.257D-08
  330  374     0     0  con    0  1.0D+00  4.2D-02  1.820D-07  3.253D-08
  331  375     0     0  con    0  1.0D+00  9.7D-03  1.696D-07  3.237D-08
  332  376     0     0  con    0  1.0D+00  6.2D-03  9.988D-08  3.206D-08
  333  377     0     0  con    0  1.0D+00  5.8D-02  1.527D-06  3.125D-08
  334  378     0     0  con    0  1.0D+00  1.1D-02  1.468D-07  2.978D-08
  335  379     0     0  con    0  1.0D+00  1.3D-02  1.549D-07  2.936D-08
  336  380     0     0  con    0  1.0D+00  3.3D-02  1.851D-07  2.873D-08
  337  381     0     0  con    0  1.0D+00  6.3D-02  2.985D-07  2.763D-08
  338  383     0     0  con    1  3.6D-01  7.7D-02  6.880D-07  2.690D-08
  339  384     0     0  con    0  1.0D+00  5.0D-02  3.043D-07  2.584D-08
  340  385     0     0  con    0  1.0D+00  6.4D-02  8.907D-08  2.515D-08
  341  386     0     0  con    0  1.0D+00  1.6D-02  7.566D-08  2.501D-08
  342  387     0     0  con    0  1.0D+00  1.2D-02  2.744D-07  2.486D-08
  343  388     0     0  con    0  1.0D+00  1.3D-02  9.946D-08  2.481D-08
  344  389     0     0  con    0  1.0D+00  7.5D-03  4.577D-08  2.472D-08
  345  390     0     0  con    0  1.0D+00  7.3D-03  7.635D-08  2.462D-08
  346  391     0     0  con    0  1.0D+00  1.2D-02  9.247D-08  2.447D-08
  347  393     0     0  con    1  1.4D-01  2.6D-03  2.879D-07  2.445D-08
  348  394     0     0  con    0  1.0D+00  9.2D-03  2.124D-07  2.437D-08
  349  395     0     0  con    0  1.0D+00  1.4D-02  2.214D-07  2.422D-08
  350  397     0     0  con    1  3.0D-01  1.3D-02  7.435D-08  2.414D-08
  351  398     0     0  con    0  1.0D+00  1.2D-02  9.027D-08  2.412D-08
  352  399     0     0  con    0  1.0D+00  8.1D-03  2.746D-07  2.407D-08
  353  400     0     0  con    0  1.0D+00  5.1D-03  1.043D-07  2.396D-08
  354  401     0     0  con    0  1.0D+00  1.3D-02  1.107D-07  2.383D-08
  355  402     0     0  con    0  1.0D+00  1.1D-02  1.332D-07  2.376D-08
  356  403     0     0  con    0  1.0D+00  2.8D-02  1.017D-07  2.363D-08
  357  405     0     0  con    1  2.3D-01  1.2D-02  1.424D-07  2.360D-08
  358  406     0     0  con    0  1.0D+00  1.7D-02  1.498D-07  2.359D-08
  359  408     0     0  con    1  1.7D-01  1.5D-03  6.661D-08  2.359D-08
  360  409     0     0  con    0  1.0D+00  2.4D-03  2.466D-08  2.358D-08
  361  410     0     0  con    0  1.0D+00  1.5D-03  3.780D-08  2.358D-08
  362  411     0     0  con    0  1.0D+00  4.1D-03  6.932D-08  2.357D-08
  363  412     0     0  con    0  1.0D+00  6.0D-03  8.122D-08  2.355D-08
  364  413     0     0  con    0  1.0D+00  1.1D-02  1.429D-07  2.350D-08
  365  414     0     0  con    0  1.0D+00  2.4D-03  9.315D-08  2.347D-08
  366  415     0     0  con    0  1.0D+00  5.8D-03  5.823D-08  2.343D-08
  367  416     0     0  con    0  1.0D+00  2.3D-03  6.393D-08  2.342D-08
  368  417     0     0  con    0  1.0D+00  4.9D-03  5.569D-08  2.337D-08
  369  419     0     0  con    1  1.4D-01  1.9D-03  7.316D-08  2.335D-08
  370  420     0     0  con    0  1.0D+00  4.5D-03  5.534D-08  2.327D-08
  371  421     0     0  con    0  1.0D+00  1.1D-02  1.880D-07  2.320D-08
  372  422     0     0  con    0  1.0D+00  6.7D-03  8.877D-08  2.316D-08
  373  423     0     0  con    0  1.0D+00  1.9D-03  5.925D-08  2.315D-08
  374  424     0     0  con    0  1.0D+00  2.6D-03  3.957D-08  2.314D-08
  375  425     0     0  con    0  1.0D+00  6.0D-03  5.488D-08  2.310D-08
  376  426     0     0  con    0  1.0D+00  1.1D-02  1.170D-07  2.302D-08
  377  427     0     0  con    0  1.0D+00  1.8D-02  1.559D-07  2.291D-08
  378  428     0     0  con    0  1.0D+00  7.2D-03  7.606D-08  2.280D-08
  379  429     0     0  con    0  1.0D+00  9.7D-03  2.357D-07  2.265D-08
  380  430     0     0  con    0  1.0D+00  6.1D-03  2.520D-07  2.253D-08
  381  431     0     0  con    0  1.0D+00  9.3D-03  2.887D-07  2.237D-08
  382  432     0     0  con    0  1.0D+00  1.5D-02  1.693D-07  2.214D-08
  383  434     0     0  con    1  4.0D-01  8.6D-03  4.723D-07  2.205D-08
  384  435     0     0  con    0  1.0D+00  1.1D-02  1.034D-07  2.187D-08
  385  436     0     0  con    0  1.0D+00  2.5D-03  6.109D-08  2.181D-08
  386  437     0     0  con    0  1.0D+00  2.9D-03  7.025D-08  2.175D-08
  387  438     0     0  con    0  1.0D+00  2.7D-03  1.123D-07  2.168D-08
  388  440     0     0  con    1  4.8D-01  3.5D-03  7.906D-08  2.163D-08
  389  441     0     0  con    0  1.0D+00  3.7D-03  2.851D-08  2.159D-08
  390  442     0     0  con    0  1.0D+00  2.0D-03  3.329D-08  2.158D-08
  391  443     0     0  con    0  1.0D+00  2.4D-03  4.996D-08  2.155D-08
  392  444     0     0  con    0  1.0D+00  6.0D-03  7.190D-08  2.149D-08
  393  445     0     0  con    0  1.0D+00  8.5D-03  8.512D-08  2.141D-08
  394  446     0     0  con    0  1.0D+00  1.1D-02  2.569D-07  2.136D-08
  395  447     0     0  con    0  1.0D+00  4.0D-03  1.214D-07  2.128D-08
  396  448     0     0  con    0  1.0D+00  3.5D-03  6.314D-08  2.122D-08
  397  449     0     0  con    0  1.0D+00  3.3D-03  5.795D-08  2.119D-08
  398  450     0     0  con    0  1.0D+00  1.2D-02  1.396D-07  2.108D-08
  399  451     0     0  con    0  1.0D+00  2.2D-02  1.961D-07  2.092D-08
  400  453     0     0  con    1  2.5D-01  1.3D-02  1.689D-07  2.085D-08
  401  454     0     0  con    0  1.0D+00  3.8D-02  1.989D-07  2.061D-08
  402  455     0     0  con    0  1.0D+00  4.7D-02  1.801D-07  2.019D-08
  403  456     0     0  con    0  1.0D+00  1.1D-01  2.018D-07  1.937D-08
  404  457     0     0  con    0  1.0D+00  5.5D-02  3.871D-07  1.899D-08
  405  458     0     0  con    0  1.0D+00  4.2D-03  9.093D-08  1.882D-08
  406  459     0     0  con    0  1.0D+00  1.1D-02  8.862D-08  1.876D-08
  407  460     0     0  con    0  1.0D+00  4.7D-03  1.127D-07  1.868D-08
  408  461     0     0  con    0  1.0D+00  6.7D-03  2.173D-07  1.845D-08
  409  462     0     0  con    0  1.0D+00  1.9D-02  2.247D-07  1.824D-08
  410  463     0     0  con    0  1.0D+00  1.7D-02  1.706D-07  1.806D-08
  411  464     0     0  con    0  1.0D+00  3.0D-02  6.137D-08  1.795D-08
  412  465     0     0  con    0  1.0D+00  1.1D-03  7.855D-08  1.795D-08
  413  466     0     0  con    0  1.0D+00  7.4D-04  6.404D-08  1.795D-08
  414  467     0     0  con    0  1.0D+00  2.9D-03  5.582D-08  1.794D-08
  415  468     0     0  con    0  1.0D+00  2.3D-03  7.029D-08  1.794D-08
  416  469     0     0  con    0  1.0D+00  3.1D-03  7.111D-08  1.793D-08
  417  471     0     0  con    1  4.0D-01  1.4D-03  6.880D-08  1.792D-08
  418  472     0     0  con    0  1.0D+00  5.4D-03  6.040D-08  1.792D-08
  419  473     0     0  con    0  1.0D+00  6.8D-03  3.860D-08  1.791D-08
  420  474     0     0  con    0  1.0D+00  8.6D-03  3.631D-08  1.790D-08
  421  475     0     0  con    0  1.0D+00  4.2D-03  5.508D-08  1.789D-08
  422  476     0     0  con    0  1.0D+00  7.5D-04  5.204D-08  1.788D-08
  423  477     0     0  con    0  1.0D+00  3.4D-03  2.489D-08  1.787D-08
  424  478     0     0  con    0  1.0D+00  7.0D-03  4.445D-08  1.785D-08
  425  479     0     0  con    0  1.0D+00  6.1D-03  6.004D-08  1.783D-08
  426  480     0     0  con    0  1.0D+00  2.3D-02  6.762D-08  1.775D-08
  427  482     0     0  con    1  4.3D-02  7.7D-04  1.438D-07  1.775D-08
  428  483     0     0  con    0  1.0D+00  1.3D-02  1.146D-07  1.770D-08
  429  484     0     0  con    0  1.0D+00  3.1D-03  4.144D-08  1.766D-08
  430  485     0     0  con    0  1.0D+00  8.4D-03  1.395D-07  1.765D-08
  431  486     0     0  con    0  1.0D+00  1.1D-02  1.011D-07  1.765D-08
  432  487     0     0  con    0  1.0D+00  1.2D-02  1.198D-07  1.763D-08
  433  489     0     0  con    1  2.2D-01  4.5D-03  2.388D-07  1.762D-08
  434  490     0     0  con    0  1.0D+00  1.5D-02  2.048D-07  1.758D-08
  435  491     0     0  con    0  1.0D+00  6.0D-03  1.524D-07  1.748D-08
  436  492     0     0  con    0  1.0D+00  1.2D-02  1.003D-07  1.726D-08
  437  493     0     0  con    0  1.0D+00  1.6D-02  1.130D-07  1.705D-08
  438  495     0     0  con    1  1.3D-01  8.1D-03  2.108D-07  1.699D-08
  439  496     0     0  con    0  1.0D+00  1.4D-02  1.264D-07  1.678D-08
  440  497     0     0  con    0  1.0D+00  2.0D-02  1.352D-07  1.667D-08
  441  498     0     0  con    0  1.0D+00  3.6D-03  6.105D-08  1.662D-08
  442  499     0     0  con    0  1.0D+00  1.6D-02  2.574D-07  1.661D-08
  443  500     0     0  con    0  1.0D+00  5.1D-03  7.216D-08  1.658D-08
  444  501     0     0  con    0  1.0D+00  4.0D-03  5.436D-08  1.655D-08
  445  502     0     0  con    0  1.0D+00  5.0D-03  1.119D-07  1.651D-08
  446  503     0     0  con    0  1.0D+00  6.8D-03  1.389D-07  1.646D-08
  447  505     0     0  con    1  1.2D-01  5.2D-03  1.935D-07  1.645D-08
  448  506     0     0  con    0  1.0D+00  7.4D-03  1.226D-07  1.641D-08
  449  507     0     0  con    0  1.0D+00  2.9D-03  1.129D-07  1.639D-08
  450  508     0     0  con    0  1.0D+00  2.7D-03  9.764D-08  1.637D-08
  451  509     0     0  con    0  1.0D+00  1.3D-03  1.334D-07  1.634D-08
  452  510     0     0  con    0  1.0D+00  2.5D-03  1.404D-07  1.631D-08
  453  511     0     0  con    0  1.0D+00  4.3D-03  8.021D-08  1.628D-08
  454  512     0     0  con    0  1.0D+00  2.5D-03  4.699D-08  1.627D-08
  455  513     0     0  con    0  1.0D+00  1.5D-03  6.089D-08  1.626D-08
  456  514     0     0  con    0  1.0D+00  1.4D-03  8.776D-08  1.624D-08
  457  515     0     0  con    0  1.0D+00  1.5D-03  8.166D-08  1.621D-08
  458  516     0     0  con    0  1.0D+00  2.3D-03  1.397D-07  1.616D-08
  459  517     0     0  con    0  1.0D+00  6.6D-03  9.441D-08  1.610D-08
  460  518     0     0  con    0  1.0D+00  7.9D-03  1.297D-07  1.602D-08
  461  519     0     0  con    0  1.0D+00  1.8D-02  3.228D-07  1.586D-08
  462  520     0     0  con    0  1.0D+00  2.1D-02  3.727D-07  1.569D-08
  463  521     0     0  con    0  1.0D+00  1.9D-02  1.826D-07  1.551D-08
  464  523     0     0  con    1  2.2D-01  3.4D-03  2.144D-07  1.548D-08
  465  524     0     0  con    0  1.0D+00  4.4D-03  8.689D-08  1.545D-08
  466  525     0     0  con    0  1.0D+00  5.3D-03  6.119D-08  1.543D-08
  467  526     0     0  con    0  1.0D+00  3.2D-03  8.654D-08  1.542D-08
  468  527     0     0  con    0  1.0D+00  5.9D-03  6.053D-08  1.542D-08
  469  528     0     0  con    0  1.0D+00  6.4D-03  5.221D-08  1.542D-08
  470  530     0     0  con    1  1.2D-01  2.7D-03  8.785D-08  1.542D-08
  471  531     0     0  con    0  1.0D+00  5.7D-03  7.516D-08  1.541D-08
  472  532     0     0  con    0  1.0D+00  4.4D-03  9.654D-08  1.537D-08
  473  533     0     0  con    0  1.0D+00  1.1D-02  1.689D-07  1.524D-08
  474  534     0     0  con    0  1.0D+00  1.6D-02  8.879D-08  1.505D-08
  475  536     0     0  con    1  3.3D-01  1.3D-02  2.864D-07  1.495D-08
  476  537     0     0  con    0  1.0D+00  9.4D-03  1.574D-07  1.475D-08
  477  538     0     0  con    0  1.0D+00  2.1D-02  2.553D-07  1.443D-08
  478  539     0     0  con    0  1.0D+00  1.1D-02  2.508D-07  1.430D-08
  479  540     0     0  con    0  1.0D+00  1.7D-02  2.213D-07  1.415D-08
  480  541     0     0  con    0  1.0D+00  1.1D-02  9.699D-08  1.404D-08
  481  542     0     0  con    0  1.0D+00  6.2D-03  7.300D-08  1.397D-08
  482  543     0     0  con    0  1.0D+00  1.2D-02  1.105D-07  1.395D-08
  483  544     0     0  con    0  1.0D+00  5.9D-03  7.354D-08  1.389D-08
  484  545     0     0  con    0  1.0D+00  5.6D-03  1.170D-07  1.385D-08
  485  546     0     0  con    0  1.0D+00  1.1D-02  1.321D-07  1.377D-08
  486  547     0     0  con    0  1.0D+00  1.4D-02  9.764D-08  1.370D-08
  487  549     0     0  con    1  1.3D-01  5.2D-03  1.559D-07  1.369D-08
  488  550     0     0  con    0  1.0D+00  1.1D-02  8.072D-08  1.367D-08
  489  551     0     0  con    0  1.0D+00  5.3D-03  4.996D-08  1.366D-08
  490  552     0     0  con    0  1.0D+00  5.2D-03  1.030D-07  1.364D-08
  491  553     0     0  con    0  1.0D+00  6.1D-03  1.076D-07  1.361D-08
  492  555     0     0  con    1  4.7D-01  5.6D-03  1.439D-07  1.359D-08
  493  556     0     0  con    0  1.0D+00  6.2D-03  9.195D-08  1.357D-08
  494  557     0     0  con    0  1.0D+00  5.2D-03  4.772D-08  1.355D-08
  495  558     0     0  con    0  1.0D+00  4.4D-03  1.415D-07  1.353D-08
  496  559     0     0  con    0  1.0D+00  7.4D-03  1.106D-07  1.349D-08
  497  560     0     0  con    0  1.0D+00  3.1D-03  8.449D-08  1.344D-08
  498  561     0     0  con    0  1.0D+00  4.8D-03  9.465D-08  1.341D-08
  499  562     0     0  con    0  1.0D+00  7.4D-04  1.689D-07  1.338D-08
  500  563     0     0  con    0  1.0D+00  1.9D-03  7.410D-08  1.338D-08
  501  564     0     0  con    0  1.0D+00  1.1D-03  3.123D-08  1.337D-08
  502  565     0     0  con    0  1.0D+00  4.5D-03  8.289D-08  1.333D-08
  503  566     0     0  con    0  1.0D+00  5.2D-03  1.341D-07  1.329D-08
  504  567     0     0  con    0  1.0D+00  5.0D-03  1.104D-07  1.325D-08
  505  568     0     0  con    0  1.0D+00  6.0D-03  1.430D-07  1.322D-08
  506  569     0     0  con    0  1.0D+00  2.1D-03  4.252D-08  1.320D-08
  507  570     0     0  con    0  1.0D+00  2.4D-03  7.879D-08  1.319D-08
  508  571     0     0  con    0  1.0D+00  2.3D-03  9.625D-08  1.318D-08
  509  572     0     0  con    0  1.0D+00  2.5D-03  7.968D-08  1.317D-08
  510  573     0     0  con    0  1.0D+00  4.7D-03  8.113D-08  1.313D-08
  511  575     0     0  con    1  3.7D-01  5.0D-03  1.242D-07  1.311D-08
  512  576     0     0  con    0  1.0D+00  2.3D-03  5.196D-08  1.307D-08
  513  577     0     0  con    0  1.0D+00  4.4D-03  6.643D-08  1.303D-08
  514  578     0     0  con    0  1.0D+00  3.8D-03  9.322D-08  1.299D-08
  515  579     0     0  con    0  1.0D+00  1.0D-02  1.785D-07  1.288D-08
  516  580     0     0  con    0  1.0D+00  1.3D-02  1.514D-07  1.276D-08
  517  581     0     0  con    0  1.0D+00  3.3D-02  3.549D-07  1.271D-08
  518  582     0     0  con    0  1.0D+00  1.2D-02  1.047D-07  1.255D-08
  519  583     0     0  con    0  1.0D+00  6.2D-03  7.902D-08  1.251D-08
  520  584     0     0  con    0  1.0D+00  3.9D-03  1.539D-07  1.250D-08
  521  585     0     0  con    0  1.0D+00  3.6D-03  1.398D-07  1.249D-08
  522  586     0     0  con    0  1.0D+00  1.4D-02  7.774D-08  1.242D-08
  523  587     0     0  con    0  1.0D+00  2.6D-02  2.614D-07  1.234D-08
  524  588     0     0  con    0  1.0D+00  1.2D-02  1.379D-07  1.221D-08
  525  589     0     0  con    0  1.0D+00  1.2D-02  9.586D-08  1.209D-08
  526  590     0     0  con    0  1.0D+00  6.9D-03  6.503D-08  1.204D-08
  527  591     0     0  con    0  1.0D+00  1.2D-02  4.217D-08  1.197D-08
  528  592     0     0  con    0  1.0D+00  1.9D-02  1.953D-07  1.186D-08
  529  593     0     0  con    0  1.0D+00  2.9D-02  1.481D-07  1.172D-08
  530  595     0     0  con    1  1.2D-01  9.7D-03  3.385D-07  1.168D-08
  531  596     0     0  con    0  1.0D+00  2.4D-02  1.372D-07  1.156D-08
  532  597     0     0  con    0  1.0D+00  6.6D-03  3.552D-08  1.152D-08
  533  598     0     0  con    0  1.0D+00  3.5D-03  7.096D-08  1.151D-08
  534  599     0     0  con    0  1.0D+00  2.8D-03  6.257D-08  1.150D-08
  535  600     0     0  con    0  1.0D+00  4.9D-03  5.313D-08  1.149D-08
  536  601     0     0  con    0  1.0D+00  7.8D-03  1.813D-07  1.146D-08
  537  602     0     0  con    0  1.0D+00  7.0D-03  6.239D-08  1.145D-08
  538  603     0     0  con    0  1.0D+00  7.0D-03  5.931D-08  1.145D-08
  539  604     0     0  con    0  1.0D+00  9.4D-03  5.504D-08  1.142D-08
  540  605     0     0  con    0  1.0D+00  1.2D-02  1.642D-07  1.137D-08
  541  606     0     0  con    0  1.0D+00  1.2D-02  5.404D-08  1.132D-08
  542  607     0     0  con    0  1.0D+00  5.0D-03  2.707D-08  1.129D-08
  543  608     0     0  con    0  1.0D+00  4.0D-03  1.506D-07  1.128D-08
  544  609     0     0  con    0  1.0D+00  3.1D-03  4.695D-08  1.126D-08
  545  610     0     0  con    0  1.0D+00  5.9D-04  3.498D-08  1.126D-08
  546  611     0     0  con    0  1.0D+00  2.2D-03  2.209D-08  1.126D-08
  547  612     0     0  con    0  1.0D+00  1.9D-03  4.074D-08  1.124D-08
  548  613     0     0  con    0  1.0D+00  3.9D-03  2.591D-08  1.122D-08
  549  615     0     0  con    1  4.7D-01  3.1D-03  7.099D-08  1.122D-08
  550  616     0     0  con    0  1.0D+00  1.4D-03  2.993D-08  1.120D-08
  551  617     0     0  con    0  1.0D+00  7.4D-04  2.429D-08  1.120D-08
  552  618     0     0  con    0  1.0D+00  1.9D-03  4.729D-08  1.119D-08
  553  619     0     0  con    0  1.0D+00  3.0D-03  6.940D-08  1.116D-08
  554  620     0     0  con    0  1.0D+00  4.7D-03  9.593D-08  1.110D-08
  555  622     0     0  con    1  4.3D-01  3.2D-03  1.510D-07  1.107D-08
  556  623     0     0  con    0  1.0D+00  4.0D-03  6.925D-08  1.101D-08
  557  624     0     0  con    0  1.0D+00  4.0D-03  9.695D-08  1.097D-08
  558  625     0     0  con    0  1.0D+00  5.2D-03  6.565D-08  1.096D-08
  559  626     0     0  con    0  1.0D+00  3.7D-03  6.458D-08  1.094D-08
  560  627     0     0  con    0  1.0D+00  4.8D-03  4.367D-08  1.093D-08
  561  629     0     0  con    1  2.1D-01  1.0D-03  4.817D-08  1.093D-08
  562  630     0     0  con    0  1.0D+00  1.8D-03  1.887D-08  1.093D-08
  563  631     0     0  con    0  1.0D+00  5.3D-04  1.318D-08  1.092D-08
  564  632     0     0  con    0  1.0D+00  9.5D-04  3.414D-08  1.092D-08
  565  633     0     0  con    0  1.0D+00  9.8D-04  5.779D-08  1.091D-08
  566  634     0     0  con    0  1.0D+00  1.8D-03  7.480D-08  1.090D-08
  567  635     0     0  con    0  1.0D+00  2.6D-03  1.840D-07  1.088D-08
  568  636     0     0  con    0  1.0D+00  2.9D-03  7.693D-08  1.086D-08
  569  637     0     0  con    0  1.0D+00  1.1D-03  2.243D-08  1.084D-08
  570  638     0     0  con    0  1.0D+00  6.7D-04  3.991D-08  1.083D-08
  571  639     0     0  con    0  1.0D+00  8.6D-04  5.971D-08  1.083D-08
  572  640     0     0  con    0  1.0D+00  3.7D-03  6.883D-08  1.081D-08
  573  642     0     0  con    1  5.2D-01  3.5D-03  1.223D-07  1.079D-08
  574  643     0     0  con    0  1.0D+00  3.5D-03  7.468D-08  1.077D-08
  575  644     0     0  con    0  1.0D+00  4.0D-03  2.927D-08  1.075D-08
  576  645     0     0  con    0  1.0D+00  3.0D-03  6.500D-08  1.073D-08
  577  646     0     0  con    0  1.0D+00  7.9D-03  7.441D-08  1.067D-08
  578  647     0     0  con    0  1.0D+00  7.9D-03  1.407D-07  1.062D-08
  579  648     0     0  con    0  1.0D+00  7.4D-03  2.436D-07  1.059D-08
  580  649     0     0  con    0  1.0D+00  1.5D-03  8.062D-08  1.053D-08
  581  650     0     0  con    0  1.0D+00  3.3D-03  5.983D-08  1.049D-08
  582  651     0     0  con    0  1.0D+00  2.6D-03  7.145D-08  1.048D-08
  583  652     0     0  con    0  1.0D+00  3.8D-03  2.246D-08  1.046D-08
  584  654     0     0  con    1  3.7D-01  1.2D-03  7.332D-08  1.045D-08
  585  655     0     0  con    0  1.0D+00  1.6D-03  3.329D-08  1.044D-08
  586  656     0     0  con    0  1.0D+00  3.2D-03  4.450D-08  1.042D-08
  587  657     0     0  con    0  1.0D+00  5.9D-03  7.633D-08  1.040D-08
  588  658     0     0  con    0  1.0D+00  5.8D-03  9.292D-08  1.039D-08
  589  660     0     0  con    1  3.7D-01  2.5D-03  9.280D-08  1.038D-08
  590  661     0     0  con    0  1.0D+00  4.2D-03  1.935D-08  1.038D-08
  591  662     0     0  con    0  1.0D+00  1.5D-03  1.094D-07  1.037D-08
  592  663     0     0  con    0  1.0D+00  1.1D-03  6.478D-08  1.036D-08
  593  664     0     0  con    0  1.0D+00  6.1D-03  4.024D-08  1.032D-08
  594  665     0     0  con    0  1.0D+00  3.4D-03  4.630D-08  1.031D-08
  595  667     0     0  con    1  3.0D-01  2.2D-03  8.855D-08  1.030D-08
  596  668     0     0  con    0  1.0D+00  4.3D-03  3.202D-08  1.029D-08
  597  669     0     0  con    0  1.0D+00  2.3D-03  2.255D-08  1.028D-08
  598  670     0     0  con    0  1.0D+00  2.4D-03  4.632D-08  1.026D-08
  599  671     0     0  con    0  1.0D+00  3.7D-03  5.582D-08  1.025D-08
  600  672     0     0  con    0  1.0D+00  3.5D-03  1.535D-07  1.022D-08
  601  673     0     0  con    0  1.0D+00  2.7D-03  5.357D-08  1.018D-08
  602  674     0     0  con    0  1.0D+00  3.1D-03  9.779D-08  1.012D-08
  603  675     0     0  con    0  1.0D+00  1.9D-03  9.778D-08  1.011D-08
  604  676     0     0  con    0  1.0D+00  4.8D-03  5.977D-08  1.010D-08
  605  677     0     0  con    0  1.0D+00  2.8D-03  4.100D-08  1.009D-08
  606  679     0     0  con    1  2.6D-01  2.2D-03  3.889D-08  1.009D-08
  607  681     0     0  con    1  1.7D-01  1.7D-03  4.129D-08  1.009D-08
  608  685     0     0  con    3  1.2D-01  1.0D-03  3.721D-08  1.009D-08
  609  687     0     0  con    1  2.2D-01  1.6D-03  3.286D-08  1.008D-08
  610  689     0     0  con    1  2.3D-01  3.4D-03  2.875D-08  1.008D-08
  611  691     0     0  con    1  2.2D-01  3.2D-03  2.197D-08  1.008D-08
  612  693     0     0  con    1  2.0D-01  5.0D-03  7.007D-08  1.007D-08
  613  695     0     0  con    1  2.6D-01  4.7D-03  5.499D-08  1.006D-08
  614  696     0     0  con    0  1.0D+00  2.2D-02  6.753D-08  1.005D-08
  615  698     0     0  con    1  1.1D-01  1.5D-03  1.136D-07  1.005D-08
